19
805 963
304 81 -915
960 400 -911
645 301 703
98 952 648
615 957 -405
266 297 -685
727 903 -626
267 98 -913
819 264 -604
439 525 478
215 212 610
528 382 -684
334 446 -988
303 665 -979
972 637 -37
659 473 734
640 772 -469
152 686 954
212 586 504
548 666 209
574 243 -886
753 467 70
18 454 -940
190 77 856
209 30 306
255 726 453
696 842 -205
96 794 -352
403 4 233
636 487 78
600 626 42
117 169 868
113 11 408
649 770 844
653 123 -993
736 188 -61
883 427 -871
866 221 117
486 838 -722
528 100 -70
689 234 -246
347 143 372
66 709 834
819 325 213
790 837 54
477 264 994
313 661 -754
39 330 -202
945 71 638
544 175 -614
577 954 -221
372 31 -715
32 36 653
298 956 706
769 488 352
854 508 908
36 629 -848
279 838 -474
629 733 896
503 467 147
690 5 -302
220 166 982
975 568 -15
663 206 -410
857 214 -785
992 769 712
827 615 991
73 486 -934
560 92 262
944 586 930
537 439 377
966 584 197
119 388 -982
496 524 -957
542 630 964
602 984 636
45 371 -687
664 368 -354
901 928 -450
28 418 114
686 63 -860
219 545 355
486 915 -536
801 160 495
210 621 568
669 689 -420
168 112 -889
916 79 -692
443 660 -31
102 644 -106
865 584 -264
556 879 -171
954 797 313
29 414 42
749 979 410
299 377 -169
409 433 -968
41 293 -168
4 87 390
429 392 -296
249 319 116
514 604 -93
314 79 24
962 692 -531
482 705 708
481 528 -294
991 37 -925
459 125 -896
25 193 -965
881 679 -745
568 234 918
955 375 -795
613 56 277
135 40 870
855 279 921
222 121 49
225 973 975
691 862 -609
336 717 562
260 740 411
212 661 -686
588 350 -584
808 671 -258
505 525 595
247 867 88
651 993 500
929 369 904
185 724 -674
14 362 586
427 365 131
366 967 -127
293 212 620
697 377 133
971 98 387
176 723 715
850 342 -908
44 839 -72
145 372 510
482 86 720
63 618 672
149 910 -188
173 635 -679
291 682 331
314 268 -383
374 423 211
547 188 -571
287 492 -227
470 273 -208
914 303 -773
994 645 244
589 658 -7
397 681 -903
366 71 -98
451 916 245
371 116 -484
480 308 -705
304 613 409
405 956 872
61 446 850
787 654 761
316 70 -6
970 963 -441
344 626 -873
911 308 -46
194 133 -243
227 366 -579
643 163 832
905 467 247
693 240 -759
823 652 146
808 349 848
848 853 197
763 681 2
354 927 -499
373 356 -992
645 575 190
241 402 -138
576 226 325
68 144 -999
825 46 -700
283 599 -43
585 699 952
140 293 -235
477 135 -484
725 675 586
152 2 47
841 663 -897
106 201 621
637 833 -832
909 593 -520
205 913 -991
478 42 470
607 32 -146
875 183 732
126 539 -800
919 533 737
794 736 -88
862 832 260
425 989 767
90 136 420
624 360 24
679 145 869
817 54 -480
836 63 451
974 720 919
381 996 553
370 619 384
743 373 -219
489 436 -132
984 937 408
509 942 -729
113 675 -592
354 337 -974
950 473 657
83 884 -146
174 179 -735
463 163 877
749 347 -410
374 898 206
686 366 919
225 266 -118
60 172 336
507 360 -76
318 350 608
470 197 -1
250 992 -30
961 373 -733
157 356 -946
635 48 692
951 705 -719
762 984 835
726 91 148
616 614 -633
767 443 -540
27 119 785
921 424 -847
562 493 -685
609 787 -310
685 807 92
761 858 -760
735 608 -573
838 384 295
911 500 421
965 995 -286
803 684 -410
300 488 98
750 258 -617
432 876 492
920 124 -691
753 290 149
933 167 -753
605 835 -132
622 284 -616
940 13 -20
750 495 -787
163 956 -556
770 753 56
47 399 253
865 599 -958
88 590 -685
913 968 167
564 464 -855
566 182 -811
740 418 67
845 86 -269
337 696 -670
42 263 -324
723 526 189
637 920 413
523 254 382
820 429 775
901 5 -20
600 210 250
810 648 -934
183 539 -149
254 765 461
349 154 -91
309 347 240
667 108 617
420 743 -810
836 849 575
430 363 -134
386 798 262
410 566 815
915 837 -876
727 496 288
262 125 218
455 129 25
608 697 -33
458 944 547
210 817 275
722 102 -971
536 82 -863
884 857 -23
677 341 -158
272 298 -433
345 342 527
989 61 -324
906 830
30 832 -520
125 758 -488
279 691 -402
266 839 886
366 818 -462
17 431 -825
188 544 160
616 21 -908
465 352 587
614 727 819
333 485 -588
295 480 -772
483 613 228
626 531 546
320 871 143
448 417 -15
874 733 -96
787 267 -984
302 516 376
64 651 -714
569 115 -115
37 481 933
650 561 519
576 445 728
703 661 924
638 633 -75
509 349 551
894 445 -29
26 793 -912
597 443 413
4 239 -190
569 639 -291
377 845 -670
702 882 770
555 343 -739
737 199 -43
417 597 -120
201 742 -699
374 298 260
19 439 711
339 285 -738
734 385 622
119 339 462
126 479 628
480 817 -681
64 492 -251
771 879 -544
280 282 461
425 754 103
773 536 -389
232 333 -236
3 382 913
903 131 111
632 438 -196
628 62 380
284 784 -88
591 480 -82
382 163 -636
145 801 928
172 163 985
863 342 -584
709 143 262
287 650 833
62 639 -486
496 729 -659
497 24 -295
565 66 -787
410 59 -612
307 711 -134
742 454 -299
618 203 -807
145 624 -874
391 76 -861
483 783 965
571 372 -166
499 662 143
301 203 -524
258 360 251
603 420 -103
13 341 344
419 111 720
825 261 801
291 159 772
201 801 -655
473 445 -653
521 137 -68
362 892 -911
81 703 -27
865 347 795
744 307 -471
599 864 245
704 722 9
828 141 -825
177 840 -20
709 174 436
432 560 52
317 490 -596
579 67 -786
512 447 416
547 470 -798
439 759 -868
1 504 -320
594 828 747
845 163 -819
592 411 69
258 45 -370
271 782 -112
507 325 -963
182 226 -989
163 577 669
729 347 -450
62 124 72
617 860 -173
87 699 -717
471 19 370
53 28 -751
123 437 66
287 524 -641
54 826 474
672 203 74
560 815 445
853 185 -49
844 182 -760
529 316 -386
36 798 665
154 484 -342
122 163 -253
409 199 -85
372 514 986
141 458 706
454 614 191
184 715 -803
875 4 -625
183 613 77
349 138 -315
680 695 -123
812 170 -575
530 275 647
242 377 -385
443 226 -454
370 390 960
860 436 -695
248 234 -644
414 731 -647
321 770 672
372 773 690
269 137 -267
192 364 575
613 86 -676
708 33 -894
895 311 548
172 279 -580
262 689 234
624 149 898
276 431 342
195 577 101
660 269 110
137 829 386
478 503 569
336 289 940
671 566 -424
599 36 -967
576 711 -346
818 744 -399
589 293 -126
75 881 213
120 35 140
338 341 -395
783 57 -920
330 125 -992
765 329 304
61 449 395
784 98 -531
586 437 -407
660 8 -395
616 647 210
513 508 -934
11 25 -767
672 55 570
294 478 118
459 339 -69
258 588 719
204 448 -441
456 745 -117
96 683 429
250 457 264
365 474 153
152 366 985
476 496 774
836 138 -193
640 275 483
369 54 347
277 580 673
714 103 824
443 592 367
385 375 872
866 80 -73
123 602 -959
490 249 659
739 868 -321
251 709 -351
351 420 -759
794 665 847
465 97 -687
208 672 680
55 322 -598
345 609 968
492 744 -924
205 715 125
313 570 800
489 58 -697
570 170 -814
679 731 -368
551 796 -514
369 67 -541
392 462 -751
475 572 581
770 336 469
480 630 -170
132 811 -24
304 752 105
822 647 742
39 33 154
147 593 -164
466 878 237
816 95 -827
223 753 -935
324 280 -491
123 898 583
193 239 -61
338 185 381
550 455 878
213 27 -485
71 155 -174
599 477 -178
746 544 301
758 149 -399
768 158 -557
595 154 -665
149 426 337
214 903 523
108 661 861
774 740 -217
621 181 952
33 562 816
269 729 128
422 310 879
396 295 -159
349 124 795
738 708 -441
727 111 285
218 508 362
175 412 11
174 122 -847
541 530 -991
333 112 634
405 543 693
850 839 63
770 645 -154
554 430 521
468 434 174
901 786 -51
82 606 680
379 70 907
612 881 -830
642 78 784
188 120 533
287 326 911
849 399 -50
812 655 40
418 509 -948
144 432 786
354 31 -772
328 15 -764
72 761 -711
406 275 528
273 6 586
509 723 652
500 401 -111
448 66 533
14 326 634
361 369 721
81 545 479
284 359 343
255 879 82
28 154 -20
449 590 980
766 619 732
779 721 -604
876 452 -641
116 277 -737
555 359 691
634 514 31
227 220 255
700 883 340
610 216 685
327 329 -555
422 897 -402
272 156 474
395 764 -524
390 83 -225
371 358 -456
103 249 495
207 555 503
780 252 -9
649 859 400
647 180 -26
449 154 940
806 14 -864
724 738 405
229 540 520
681 227 164
483 748 668
69 692 -297
358 419 948
307 363 -193
276 684 707
132 570 159
707 896 153
319 792 255
780 287 -956
716 869 844
643 639 176
658 709 -288
616 320 -737
601 521 -585
769 609 -461
751 126 -405
631 447 462
392 407 -912
897 765 -899
747 539 -358
314 168 186
446 242 67
18 204 -599
398 93 -882
569 906 802
500 464 -890
687 313 -927
855 131 -164
439 790 -724
764 217 -999
416 349 -933
616 482 -578
832 570 -763
280 892 646
201 508 980
603 397 19
693 247 -815
628 350 -920
433 280 -437
792 375 673
323 562 105
227 258 574
276 298 -267
79 867 842
634 551 -277
670 859 -439
772 34 -606
12 6 300
210 237 -162
300 511 -127
48 511 -100
225 30 -283
698 457 -666
140 732 871
711 853 -623
568 737 877
156 703 -151
820 843 -676
809 598 -169
558 490 486
582 613 529
798 777 124
449 508 -3
545 14 -44
507 456 474
76 348 -691
31 646 498
239 481 -524
104 286 -527
285 896 282
399 859 -932
11 395 -183
505 279 167
388 189 970
672 844 346
89 43 -169
763 872 775
18 49 731
471 325 413
262 582 -22
293 877 15
607 21 -846
540 853 -760
533 575 -155
456 478 -636
577 306 491
38 658 -954
451 243 -896
413 89 915
739 525 -133
724 657 -352
465 655 430
445 17 -75
519 880 -473
752 55 -821
797 592 -916
152 545 704
380 652 241
738 829 174
845 579 -926
479 305 290
593 252 21
97 423 -531
879 684 56
248 318 -230
450 761 466
172 217 416
203 644 -537
172 138 167
180 595 927
434 204 977
5 412 -732
599 826 970
52 883 -201
112 840 759
196 426 -261
98 860 396
452 255 -24
859 748 -739
4 228 56
83 105 -775
225 309 -463
44 525 -881
144 393 6
127 136 -946
832 718 908
652 272 939
151 32 -830
906 836 724
181 118 140
377 301 -332
889 509 -809
111 764 -674
854 362 -908
876 597 554
72 848 501
814 673 69
354 565 -145
530 56 702
673 295 -227
187 714 535
737 617 854
655 494 -625
422 867 -450
120 776 -201
689 881 -2
249 639 -347
373 207 307
733 150 -471
276 361 602
678 453 -215
527 108 -300
809 787 -212
62 461 -621
491 211 560
524 877 -896
814 737 -223
697 542 -254
276 498 -469
250 690 -517
216 151 -992
767 735 894
672 146 -368
721 73 877
890 184 -585
403 352 -337
411 418 -585
665 258 907
409 316 545
381 184 640
504 619 -114
218 511 152
715 720 -63
72 584 971
450 559 476
297 577 -830
140 564 589
495 893 -785
680 812 -931
193 567 -656
142 22 -278
153 307 328
454 800 -454
811 652 -356
575 13 798
321 879 543
150 321 722
36 239 -75
898 368 932
874 383 920
337 437 -982
796 220 -596
552 759 -489
327 202 -37
701 271 -197
32 191 173
770 491 106
213 481 284
701 327 -595
617 680 460
624 673 661
844 14 -546
53 172 -788
534 365 -810
885 158 -225
129 866 395
104 597 158
374 874 777
881 475 895
870 44 859
338 525 311
425 202 17
745 626 -113
509 408 299
659 449 -707
492 506 316
203 570 -946
901 700 -496
591 277 327
715 28 562
216 50 220
628 689 368
500 641 -394
849 98 785
555 569 671
117 802 801
656 16 575
854 904 270
373 93 -140
520 15 -153
594 367 -777
163 733 181
861 426 160
156 500 -76
740 367 832
500 661 -721
251 57 834
22 791 -274
356 604 -587
805 85 257
475 816 399
726 753 -332
804 431 124
381 331 763
768 197 -93
878 510 294
477 894 -325
369 186 880
617 418 -338
368 825 981
570 686 -586
600 779 955
764 188 -625
477 14 185
200 871 951
590 230 -229
95 206 -292
316 315 235
454 223 -663
751 80 -234
222 197 582
47 381 -311
663 644 900
530 458 336
726 622 341
623 259 -425
9 790 -202
74 243 -521
69 787 -705
150 770 -856
160 859 431
781 521 343
99 407 -452
20 760 -411
258 411 577
255 166 227
175 728 -477
845 825 -627
795 28 336
387 492 -213
20 456 -827
611 60 -208
488 342 911
680 756 318
560 94 622
631 803 760
636 843 -260
578 367 370
179 133 209
382 622 315
857 557 396
553 781 522
651 193 -201
750 254 706
671 309 655
848 241 -513
105 555 -581
504 92 -553
207 575 -925
632 91 -911
186 441 712
275 702 749
588 563 -264
441 541 850
602 618 845
821 126 -954
407 155 369
162 606 917
885 615 110
83 384 -712
354 851 715
313 746 -986
234 474 -520
861 168 -532
811 121 569
603 412 -5
110 889 252
699 591 88
552 357 224
169 485 -202
554 747 -606
180 798 428
577 77 681
877 738 931
673 95 133
91 789 982
569 731 437
821 38 -384
461 674 -315
247 877 359
162 861 -707
586 887 -131
163 225 -458
90 326 463
358 496 965
158 391 -571
160 551 -186
818 708 -721
654 660 -338
270 782 -711
634 260 -639
892 6 678
826 455 746
824 123 142
329 167 504
511 212 -228
750 815 181
602 604 -88
400 607 111
282 384 317
568 715 -482
740 848 -792
586 557 -438
480 292 -930
250 520 -274
685 338 150
432 7 897
215 757 7
397 696 852
806 403 -351
462 571 -648
118 556 409
274 552 -164
215 787 987
676 113 -158
559 629 -503
635 166 453
334 519 -122
293 466 -198
310 871 -483
787 643 798
385 630 554
510 803 696
153 719 89
528 127 497
557 371 -507
819 346 415
312 449 458
651 424 351
24 12 406
367 405 863
571 313 -920
423 519 237
246 351 901
868 682 -510
622 618 -990
419 12 -878
683 759 -920
582 482 -309
812 397 -166
199 130 -929
309 671 -303
606 339 -848
291 109 805
317 199 19
261 710 554
560 266 910
744 644 357
216 786 74
559 739 39
411 121 -269
844 321 612
752 450 351
64 865 10
670 675 -443
323 817 540
558 895 -179
555 452 -748
480 40 -736
221 509 -503
477 80 -59
204 211 -473
748 158 -881
801 902 319
391 669 -711
614 659 373
738 499 -354
197 218 53
778 536 125
68 347 953
553 33 -441
239 31 -931
211 27 933
292 813 746
656 267 -187
51 464 981
20 437 -445
616 557 577
195 804 -711
525 325 635
245 162 116
337 234 595
658 487 -862
258 520 372
814 248 561
676 23 -442
332 754 -147
588 339 291
65 833 -628
329 842 868
33 158 338
601 726 -55
319 793 607
808 185 757
370 132 745
767 98 561
616 83 760
681 90 -553
151 396 -403
353 107 283
714 468 890
836 275 372
488 397 -11
122 388 -618
85 573 650
872 279 969
598 756 763
703 143 -551
2 128 -498
696 467 388
355 557 -413
752 386 386
123 216 -839
512 223 -161
384 279 -172
755 13 -981
241 217 91
845 180 776
543 533 998
541 678 911
859 660 -123
149 514 -176
490 790 -612
371 772 -715
540 852 479
352 834 -606
610 253 762
602 518 301
763 334 15
143 670 916
639 508 -279
680 172 660
729 790 -366
283 656 -212
839 455 692
396 321 -155
867 353 558
906 122 -212
140 99 -853
15 232 109
647 17 733
323 8 337
10 506 604
834 251 245
152 721 -51
418 511 388
464 620 -943
631 332 -80
114 279 -769
480 617 798
742 387 948
545 563 909
309 8 512
106 526 342
808 575 235
200 605 -171
613 629 459
814 449 -326
185 391 709
837 94 -836
143 549 -492
238 231 -163
254 144 -155
608 126 598
305 896 -220
658 366 -336
767 643 56
255 746 389
924 944
190 443 -422
39 436 386
600 527 261
678 163 857
668 260 -135
324 562 -688
234 183 940
18 640 -642
309 902 -216
498 312 -70
575 608 322
244 140 924
843 546 -499
426 365 703
486 101 685
506 135 -904
560 833 107
431 408 456
795 446 -145
398 646 -717
792 185 511
475 791 392
861 244 -426
294 77 149
242 578 300
508 570 -238
543 291 -146
167 777 933
818 467 -812
35 9 -692
700 429 329
632 637 -100
51 866 -52
121 800 -849
306 421 475
336 277 -204
849 538 -355
220 29 -956
25 145 -70
31 629 518
229 521 -431
762 615 273
513 521 367
873 395 -737
532 355 -679
672 31 150
453 307 404
177 292 -357
549 866 551
42 72 -581
37 448 -693
139 448 993
522 446 -649
354 185 977
214 205 -616
721 258 -887
391 714 -141
347 247 325
474 475 -199
901 20 81
688 635 -375
591 343 32
89 890 200
546 348 -561
863 327 261
828 49 607
853 899 213
97 900 -676
155 793 -592
508 21 -643
372 524 -300
657 259 -988
515 21 855
267 36 -820
239 317 816
96 471 -256
510 844 228
721 68 -899
695 523 639
866 564 -314
405 706 -247
116 640 -41
349 281 875
118 698 760
54 502 7
506 841 -963
438 652 -796
51 445 902
435 275 -475
752 788 -69
730 703 962
63 266 -536
651 837 -42
455 848 -824
856 439 -141
463 508 -495
796 726 -658
85 610 381
810 738 -962
727 259 -555
116 795 -339
184 345 133
834 35 257
134 66 -280
551 188 904
138 751 174
887 474 -42
258 163 -247
641 120 174
471 384 -108
452 761 239
45 376 571
193 905 -203
865 746 962
663 299 738
217 766 923
351 492 -83
154 675 -216
163 169 353
696 26 -679
393 52 -899
43 150 46
135 520 771
25 435 -127
450 102 -239
891 729 832
698 836 839
445 490 20
145 255 503
136 428 720
168 524 -527
79 545 858
237 916 564
911 488 -679
830 504 69
513 510 174
228 22 464
482 289 234
559 578 -941
675 683 -789
708 649 576
83 371 -634
764 181 -588
117 917 45
338 874 316
568 58 351
773 618 -280
922 95 -301
855 430 960
124 317 -319
480 251 -157
12 521 -143
810 113 -108
263 160 -36
417 20 -471
375 260 326
223 2 188
393 188 -17
618 55 184
617 198 233
104 555 465
280 423 -892
2 256 116
34 129 702
292 330 199
611 706 695
820 871 -506
258 917 193
728 140 -804
418 737 -416
894 735 -887
831 584 -800
874 632 587
575 106 -573
708 640 -473
138 213 617
237 187 -960
609 91 757
768 233 206
778 808 -875
89 291 690
592 306 -627
319 884 -926
635 83 499
423 609 474
384 348 693
487 208 674
595 625 -293
882 803 482
136 328 71
162 775 -189
69 371 608
743 877 -523
509 612 -229
201 819 -855
860 377 -372
708 732 -637
402 403 862
596 109 961
673 363 -545
274 340 453
830 470 799
111 369 800
813 529 -16
184 383 412
362 235 347
820 881 874
591 105 -655
837 149 400
513 690 -153
188 262 -289
796 561 369
95 39 -875
433 879 -376
535 429 861
69 498 -60
796 56 541
366 295 -127
241 785 373
890 155 79
438 880 -973
340 172 533
94 17 -257
303 375 -827
315 441 -778
6 595 -104
49 498 182
547 906 -679
821 64 151
870 258 671
815 683 -427
209 114 709
58 616 329
652 263 -152
601 483 118
818 575 -64
159 677 417
693 539 -482
688 377 -420
320 615 366
458 799 -388
234 420 232
632 555 58
754 411 -205
67 101 359
821 729 268
68 42 -333
641 920 269
545 562 334
568 427 561
327 4 -527
175 324 511
502 590 -6
750 531 -472
196 312 -1000
33 650 -473
914 215 612
780 675 381
843 650 616
911 654 -958
428 563 707
357 911 243
227 143 -314
278 820 111
592 881 797
552 193 686
771 647 154
441 336 988
603 5 78
872 314 -847
217 254 -73
852 644 -122
837 716 -918
882 116 -770
814 484 -364
494 371 271
582 625 -166
599 799 289
543 443 474
228 461 -650
607 758 -326
779 117 45
212 197 -163
574 161 -474
617 574 455
327 756 -694
319 920 299
171 611 103
664 105 -227
633 706 152
518 144 -31
766 539 -461
595 5 10
633 711 -118
915 708 554
254 916 -214
482 80 -768
176 662 -999
598 244 758
607 675 343
235 318 -923
737 366 -788
765 691 -240
44 356 346
707 87 353
597 680 565
591 246 -887
337 609 560
260 140 480
449 633 205
838 356 539
687 817 718
921 346 -532
145 327 -935
74 199 41
529 572 879
137 209 447
553 821 233
334 654 840
342 704 -462
285 398 206
522 72 687
363 18 -950
178 108 -545
142 297 925
704 94 -410
562 188 -935
286 82 -270
350 281 -269
167 785 981
170 915 -56
791 703 -416
260 887 -551
390 744 312
913 307 999
870 313 -196
862 485 -950
105 650 622
730 457 918
56 87 263
841 295 -610
530 541 82
706 249 67
413 259 519
723 355 -702
820 197 273
142 11 933
387 199 -772
662 86 -101
174 913 760
769 56 -845
316 645 528
536 821 411
815 734 -637
458 488 -702
179 108 -419
368 121 744
112 750 163
781 308 -633
352 362 -188
814 283 768
633 643 -673
680 923 789
603 44 707
555 677 845
852 368 145
867 850 507
836 504 667
621 562 -213
571 811 20
742 58 990
2 616 607
511 671 216
281 263 491
627 905 -868
375 564 -690
672 90 188
97 758 952
293 388 -919
919 536 -899
689 609 -903
281 743 -652
706 165 -252
598 832 550
355 43 356
297 723 907
722 45 779
632 629 -822
672 736 883
72 901 910
563 60 589
111 843 530
864 135 824
914 444 -891
864 609 243
533 335 359
724 677 -772
601 272 430
793 321 407
807 33 -733
358 506 428
329 383 -938
200 603 897
186 387 902
443 612 -164
208 496 672
458 908 -89
460 408 -556
305 137 825
300 826 -933
116 787 -226
192 257 -66
888 379 887
748 356 -968
923 334 833
14 829 -150
95 810 -654
78 819 641
663 722 -380
579 399 -510
